glue,term,count,examples,safe_to_batch_approve
suffix,pulse,16,"['EMPulse', 'impulse', 'removepulse', 'squarepulse', 'vimpulse']",False
suffix,purge,16,"['fpurge', 'how2purge', 'localepurge', 'localpurge', 'ppapurge']",False
suffix,compiler,16,"['CMAKE_CXX_COMPILER', 'crosscompiler', 'decompiler']",False
suffix,crash,16,"['Robbie_Crash', 'fixadeptcrash', 'nocrash', 'planecrash', 'snowcrash']",False
suffix,64bit,15,"['AMD64bit', 'Turion64bit', 'Ubuntu64Bit', 'vista64bit', 'wine64bit']",False
suffix,gmail,15,"['Enigmail', 'cgmail', 'enigmail', 'kcheckgmail', 'soGmail']",False
suffix,intrepid,15,['danbh_intrepid'],False
suffix,quit,14,"['GRUB_HIDDEN_TIMEOUT_QUIT', 'SIGQUIT', 'forcequit', 'ragequit', 'uim_quit']",False
suffix,running,14,"['andrunning', 'arunning', 'imrunning', 'rerunning', 'yourunning']",False
suffix,emacs,14,"['QEmacs', 'XEmacs', 'coughemacs', 'sxemacs', 'xemacs']",False
suffix,nvidia,13,"['1nvidia', 'envidia', 'invidia', 'libnvidia', 'thenameofnvidia']",False
suffix,which,13,"['edwardthefmawhich', 'everywhich', 'iwhich', 'kpsewhich', 'wwhich']",False
suffix,synaptic,12,"['fromsynaptic', 'gsynaptic', 'insynaptic', 'ksynaptic', 'psynaptic']",False
suffix,apple,12,"['Crapple', 'corrytonapple', 'crapple', 'exapple', 'pinapple']",False
suffix,fluxbox,12,"['purefluxbox', 'startfluxbox']",False
suffix,permissions,11,"['ExecOptionPermissions', 'ExecPermissions', 'filepermissions', 'understandingpermissions', 'writepermissions']",False
suffix,firewall,11,"['KMyFirewall', 'PMfirewall', 'afirewall', 'kfirewall', 'kmyfirewall']",False
suffix,traceroute,11,"['gtraceroute', 'tcptraceroute', 'xtraceroute']",False
suffix,overlay,11,"['OpenGLOverlay', 'VideoOverlay', 'videooverlay']",False
suffix,packet,11,"['PF_PACKET', 'af_packet', 'receive_packet', 'recieve_packet', 'synapticpacket']",False
suffix,hardy,11,"['diehardy', 'ihearthardy', 'nhardy', 'serverhardy', 'withHardy']",False
suffix,application,10,"['ExampleApplication', 'aapplication', 'myapplication', 'whatapplication', 'yourapplication']",False
suffix,reinstall,10,"['Preinstall', 'dreinstall', 'how2reinstall', 'preinstall', 'toreinstall']",False
suffix,gimp,10,"['PhotoGimp', 'filmgimp', 'libgimp', 'supergimp', 'theGimp']",False
suffix,repository,10,"['LocalRepository', 'extrarepository', 'offlinerepository', 'therepository']",False
suffix,pastebin,10,"['Ipastebin', 'apastebin', 'initpastebin', 'repastebin', 'yourpastebin']",False
suffix,xfce,9,"['leonardoXfce', 'libxfce', 'purexfce', 'startxfce']",False
suffix,wacom,9,"['libwacom', 'linuxwacom', 'xsetwacom']",False
suffix,syntax,9,"['Perlsyntax', 'invalidsyntax', 'perlsyntax']",False
suffix,graphics,9,"['i95Graphics', 'kdegraphics', 'libgraphics', 'lowgraphics', 'vectorgraphics']",False
suffix,irssi,9,"['Dynamit_irssi', 'iirssi', 'ormirssi', 'quietirssi']",False
suffix,repo,9,"['chrepo', 'easyrepo', 'erepo', 'localrepo', 'mrepo']",False
suffix,xmms,9,"['cornerxmms', 'gxmms', 'pyXMMS', 'wmXMMS']",False
suffix,bugs,9,"['Heisenbugs', 'debbugs', 'debugs', 'driverbugs', 'winbugs']",False
suffix,repos,8,"['list_extrarepos', 'lucidrepos', 'rrepos', 'standardrepos', 'therepos']",False
suffix,dhcp,8,"['NODHCP', 'StaticDnsWithDhcp', 'gdhcp', 'mnegDHCP', 'udhcp']",False
suffix,wlan,8,"['iwlan', 'kwlan', 'mitzawlan']",False
suffix,xwindows,8,"['WXWINDOWS', 'wxwindows']",False
suffix,lxde,7,"['purelxde', 'startlxde']",False
suffix,interfaces,7,"['cinterfaces', 'networkinterfaces', 'subinterfaces', 'userinterfaces', 'webinterfaces']",False
suffix,idle,7,"['didle', 'fidle', 'midle']",False
suffix,totem,7,"['Runetotem', 'YouTotem', 'dtotem', 'replacetotem', 'tototem']",False
suffix,array,7,"['SmartArray', '_array', 'in_array', 'numarray', 'scorearray']",False
suffix,sqlite,7,"['PySQLite', 'libsqlite', 'pdo_sqlite']",False
suffix,http,7,"['emhttp', 'kiohttp', 'minihttp', 'simplehttp', 'simpllehttp']",False
suffix,networks,7,"['Wirelessnetworks', 'blackcatnetworks', 'juniper_networks', 'mynetworks', 'permit_mynetworks']",False
suffix,graphic,7,"['Geographic', 'cryptographic', 'geographic', 'ortographic', 'safegraphic']",False
suffix,plugins,7,"['gplugins', 'kipiplugins', 'mozillaplugins', 'searchplugins', 'w32plugins']",False
suffix,library,7,"['alibrary', 'elibrary', 'medialibrary', 'qtlibrary', 'zlib_library']",False
suffix,backspace,7,"['CTRLALTBackspace', 'CtrlAltBackspace', 'crtl_alt_backspace', 'ctrlaltbackspace', 'ctrlasltbackspace']",False
suffix,mozilla,7,"['firefoxismozilla', 'libtotem_mozilla', 'mplayer_mozilla', 'rinaldi__Mozilla', 'runmozilla']",False
suffix,dpkg,7,"['buildpkg', 'donedpkg', 'libdpkg', 'trdpkg']",False
suffix,protocol,7,"['multiprotocol', 'storageprotocol']",False
suffix,htop,7,"['ashtop', 'faithtop', 'spalshtop', 'splshtop']",False
suffix,ndiswrapper,6,"['Dndiswrapper', 'HowtoSetupNdiswrapper', 'forfarndiswrapper', 'undiswrapper', 'unndiswrapper']",False
suffix,repositories,6,"['AddingMultimediaRepositories', 'extrarepositories', 'meanrepositories', 'yourrepositories']",False
suffix,filesystem,6,"['badbadfilesystem', 'localfilesystem', 'networkfilesystem', 'pickafilesystem', 'rootfilesystem']",False
suffix,dapper,6,"['Sktfeelsdapper', 'com_ubuntu_dists_dapper', 'getdapper', 'sktdapper', 'upgrade2dapper']",False
suffix,bootloader,6,"['abootloader', 'chainbootloader', 'nbootloader', 'ntbootloader', 'uberbootloader']",False
suffix,firefox,6,"['getfirefox', 'myfirefox', 'pdffirefox', 'sfirefox', 'usefirefox']",False
suffix,peers,6,"['allpeers', 'beers4peers', 'disapeers', 'dissapeers', 'tls_peers']",False
suffix,nautilus,6,"['gtnautilus', 'libnautilus', 'snautilus']",False
suffix,envy,6,"['SEnvy', 'aenvy', 'emergenvy', 'jenvy']",False
suffix,lucid,5,"['Gump_lucid', 'blucid', 'ubulucid']",False
suffix,export,5,"['mythexport', 'nexport', 'r8180_export', 'unexport']",False
suffix,tutorial,5,"['atutorial', 'sigtutorial', 'ttutorial']",False
suffix,indicator,5,"['appindicator', 'cairo_dock_load_task_indicator', 'libappindicator', 'vindicator']",False
suffix,downloads,5,"['3ddownloads', 'MyDownloads', 'Mydownloads', 'autodownloads', 'redownloads']",False
suffix,edgy,5,"['eedgy', 'ubuntuEdgy', 'wedgy']",False
suffix,raring,5,['unraring'],False
suffix,realtek,5,"['_iGadget_RealTek', 'snd_hda_codec_realtek']",False
suffix,localhost,5,"['1localhost', 'X11UseLocalhost', 'steveatlocalhost', 'stevestlocalhost']",False
suffix,gateway,4,"['defaultgateway', 'sipgateway', 'webgateway', 'yourgateway']",False
suffix,pidgin,4,"['AmarokPidgin', 'FunPidgin', 'InstallPidgin', 'hmw_pidgin']",False
suffix,openoffice,4,"['nopenoffice', 'oopenoffice', 'removeopenoffice']",False
suffix,vfat,4,"['makefs_vfat', 'mkvfat', 'tvfat']",False
suffix,cheese,4,"['magiccheese', 'quantumcheese', 'stolencheese']",False
suffix,vector,4,"['NullVector', 'OpenVector', 'QVector', 'qtvector']",False
suffix,commit,4,"['jfsCommit', 'overcommit']",False
suffix,freezes,4,"['minifreezes', 'ufreezes', 'unfreezes']",False
suffix,ipv6,4,"['CONFIG_IPV6', 'disableIpv6', 'iipv6', 'listen_ipv6']",False
suffix,mencoder,4,"['gmencoder', 'kmencoder']",False
suffix,services,4,"['Ircservices', 'localservices', 'replication_services', 'whatservices']",False
suffix,ext3,4,"['Linux_Ext3', 'fs2ext3', 'linuxext3', 'xext3']",False
suffix,website,4,"['chatwebsite', 'googlewebsite', 'phpWebsite', 'phpwebsite']",False
suffix,gutsy,3,"['doesntgutsy', 'gutsygutsy', 'kickgutsy']",False
suffix,crashed,3,"['permacrashed', 'ubuntucrashed', 'xcrashed']",False
suffix,updated,3,"['autoupdated', 'beenupdated', 'unupdated']",False
suffix,useradd,3,"['1useradd', 'adduseradd', 'smbuseradd']",False
suffix,symlink,3,"['nameofsymlink', 'unsymlink', 'yoursymlink']",False
suffix,compiz,3,"['gcompiz', 'nosvg_compiz', 'runningcompiz']",False
suffix,flashplugin,3,"['freeflashplugin', 'libflashplugin']",False
suffix,precise,3,"['dapperandbeprecise', 'inprecise', 'unprecise']",False
suffix,dualboot,3,"['grubdualboot', 'ubuntudualboot', 'yabootconfigurationformacintoshpowerpcsdualboot']",False
suffix,reliability,3,['unreliability'],False
suffix,chown,3,"['sudochown', 'tchown', 'unchown']",False
suffix,gparted,3,"['lgparted', 'meGPARTED', 'orgparted']",False
suffix,offtopic,3,"['EOFFTOPIC', 'omgofftopic', 'ubuntu_offtopic']",False
suffix,fglrx,3,"['Xorg_driver_fglrx', 'atifglrx', 'libfglrx']",False
suffix,grub2,3,"['SuperGrub2', 'fixgrub2']",False
suffix,soundcard,3,"['csoundcard', 'nvidiaonboardsoundcard', 'yoursoundcard']",False
suffix,opera,3,"['iOpera', 'iopera', 'lefantomedlopera']",False
suffix,nano,3,"['Enano', 'ernano', 'therealnano']",False
suffix,dmesg,3,"['ddddddddddddddddmesg', 'doeslinuxhavedmesg', 'indmesg']",False
suffix,extracting,3,['selfextracting'],False
suffix,global,3,"['TriStarGlobal', 'sbcglobal', 'transdgaming_global']",False
suffix,jaunty,3,"['danbhfive_jaunty', 'hjaunty', 'ujaunty']",False
suffix,ext2,3,"['SublimeText2', 'ifsext2', 'text2']",False
suffix,mkdir,3,['binmkdir'],False
suffix,loopback,2,"['inetloopback', 'vloopback']",False
suffix,empathy,2,"['PurgeEmpathy', 'trayempathy']",False
suffix,outlook,2,"['dimoutlook', 'weboutlook']",False
suffix,snap,2,"['aerosnap', 'rsnap']",False
suffix,result,2,"['buildresult', 'image_result']",False
suffix,feisty,2,"['04_Feisty', 'kfeisty']",False
suffix,virtualbox,2,['phpvirtualbox'],False
suffix,udev,2,"['libudev', 's10udev']",False
suffix,unmount,2,"['alwaysunmount', 'autounmount']",False
suffix,crashing,2,"['keepscrashing', 'xcrashing']",False
suffix,azure,2,"['lazure', 'pleazure']",False
suffix,thinkpad,2,['ibmthinkpad'],False
suffix,dependencies,2,"['pdependencies', 'unmetdependencies']",False
suffix,putty,2,"['cowputty', 'knowputty']",False
suffix,cdrom,2,"['00trustcdrom', 'yourcdrom']",False
suffix,vmware,2,"['freevmware', 'vvmware']",False
suffix,amarok,2,"['gamarok', 'maamarok']",False
suffix,wpa_supplicant,2,['IPW_IOCTL_WPA_SUPPLICANT'],False
suffix,ppas,2,['appas'],False
suffix,radeon,2,"['Atiradeon', 'openradeon']",False
suffix,iptables,2,"['CONFIG_IP_NF_IPTABLES', 'jiptables']",False
suffix,warty,2,"['twarty', 'wwarty']",False
suffix,automount,2,"['media_automount', 'medis_automount']",False
suffix,autoremove,2,['01autoremove'],False
suffix,aptitude,2,"['01aptitude', '05aptitude']",False
suffix,inkscape,1,['useinkscape'],False
suffix,ownership,1,['CHangeOWNership'],False
suffix,verified,1,['unverified'],False
suffix,disconnected,1,['notdisconnected'],False
suffix,rhythmbox,1,['mrhythmbox'],False
suffix,netstat,1,['nnetstat'],False
suffix,dependency,1,['predependency'],False
suffix,postfix,1,['S20postfix'],False
suffix,timeline,1,['futuretimeline'],False
suffix,cannot,1,['acannot'],False
suffix,operator,1,['pcoperator'],False
suffix,wubi,1,['onwubi'],False
suffix,maverick,1,['TheMaverick'],False
suffix,fat32,1,['HDfat32'],False
suffix,flash64,1,['iflash64'],False
suffix,displays,1,['Xdisplays'],False
suffix,automatix,1,['getautomatix'],False
suffix,jenkins,1,['ubuntujenkins'],False
suffix,tunneling,1,['sshtunneling'],False
suffix,gdesklets,1,['isgdesklets'],False
suffix,automate,1,['xautomate'],False
suffix,cmake,1,['ccmake'],False
suffix,azureus,1,['_pathtoazureus_azureus'],False
suffix,pulseaudio,1,['S50pulseaudio'],False
suffix,telnet,1,['Icantelnet'],False
suffix,thunderbird,1,['onThunderBird'],False
suffix,uptime,1,['bootuptime'],False
suffix,deluge,1,['rundeluge'],False
suffix,strace,1,['backstrace'],False
suffix,wireshark,1,['Hwireshark'],False
suffix,ifconfig,1,['uifconfig'],False
suffix,trackpad,1,['lstrackpad'],False
suffix,integrity,1,['mrintegrity'],False
suffix,return,1,['rreturn'],False
suffix,dismount,1,['autodismount'],False
suffix,motherboard,1,['rmotherboard'],False
suffix,chromium,1,['triedchromium'],False
suffix,netinstall,1,['mlnetinstall'],False
suffix,karmic,1,['puregnomekarmic'],False
suffix,whoami,1,['ldapwhoami'],False
suffix,ipv4,1,['preferipv4'],False
suffix,push,1,['OPUSH'],False
suffix,phpmyadmin,1,['myphpmyadmin'],False
suffix,dvds,1,['copydvds'],False
suffix,submit,1,['resubmit'],False
suffix,busybox,1,['onbusybox'],False
suffix,nslookup,1,['dnslookup'],False
suffix,safari,1,['asafari'],False
infix,format,1176,"['informatics', 'information', 'reformatting', 'unformatted', 'uninformative']",False
infix,config,922,"['ISPconfig3', 'autoconfiguration', 'misconfiguration', 'reconfigure', 'reconfiguring']",False
infix,port,825,"['Important', 'importance', 'important', 'proportional', 'transporter']",False
infix,tail,589,"['SuperTails92', 'detailed', 'detailing', 'detailled', 'details']",False
infix,line,539,"['guadalinexv8', 'klined', 'newlines', 'oneliner', 'scrollback_lines']",False
infix,link,493,"['Elinks', 'blinking', 'deadlinks', 'elinks', 'hardlinks']",False
infix,list,431,"['blacklisted', 'blacklisting', 'realistic', 'realisticly', 'whitelisted']",False
infix,sftp,366,"['VSFTPD', 'bsftpd', 'vsFTPd', 'vsftpd', 'wsftpd']",False
infix,source,365,"['Opensourceeee', 'Xresources', 'opensourcemusicians', 'resources', 'ressources']",False
infix,script,341,"['description', 'gscripter', 'initscripts', 'inscription', 'shellscripts']",False
infix,ubuntu,334,"['0ubuntu1', '0ubuntu11', 'Freshubuntunoob', 'HAN_CHINESE_JAPANESE_KANJIUBUNTU8', 'UBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKSUBUNTUSUCKS']",False
infix,boot,333,"['netbootin', 'ubuntubootissue', 'unbootin', 'unebootin', 'unebootto']",False
infix,free,310,"['libfreetype6', 'touchfreeze', 'unfreeze', 'xfree86', 'xfs_freeze']",False
infix,root,289,"['CHKRootKit', 'Chrooting', 'chrooted', 'chrooting', 'punjabiroots']",False
infix,mate,252,"['Ultimately', 'acclamated', 'animated', 'approximately', 'ultimateedition']",False
infix,user,251,"['brousers', 'compuserve', 'sabayonuser__', 'ubuntuusers', 'vboxusers']",False
infix,head,248,"['boneheadedness', 'hostheader', 'siftheads', 'theadmi', 'theadmin']",False
infix,mount,212,"['amounts', 'gmountiso', 'remounting', 'umounting', 'umountwrapper']",False
infix,size,206,"['asizemore', 'oversized', 'resize_reiserfs', 'resized', 'resizes']",False
infix,less,198,"['AlessonZaire', 'alessandro_', 'cluelessperson', 'flawlessly', 'hopelessly']",False
infix,download,197,"['JDownloader', 'btdownloadcurses', 'jDownloader', 'jdownloader', 'predownloaded']",False
infix,make,192,"['WindowMaker', 'automake1', 'phpmaker', 'windowmaker', 'wmaker']",False
infix,locate,191,"['Unallocated', 'allocated', 'allocatedon', 'reallocates', 'unallocated']",False
infix,comment,185,"['UNcommented', 'uncommentable', 'uncommented', 'uncommenting', 'uncomments']",False
infix,linux,168,"['FoxitReader10_Linux_enu_i386', 'GRUB_CMDLINE_LINUX_DEFAULT', 'PCLINUXOS', 'PCLinuxOS', 'linuxlinuxlinux']",False
infix,help,158,"['DownloadHelper', 'behelpful', 'downloadhelper', 'khelper', 'unhelping']",False
infix,support,153,"['UNsupported', 'Unsupported', 'insupported', 'undersupported', 'unsupported']",False
infix,sound,153,"['asoundconf', 'asoundrc', 'libasound32', 'nsoundjuicer', 'petsounds']",False
infix,partition,142,"['prepartitioning', 'repartitionate', 'repartitioned', 'repartitioning', 'unpartitioned']",False
infix,chat,141,"['HAN_CHINESE_JAPANESE_KANJIXCHATHAN_CHINESE_JAPANESE_KANJI', 'PaulChater', 'xchat2', 'xchats', 'yahoochats']",False
infix,server,138,"['gameservers', 'megaservers', 'ntp_server1', 'ntp_server2', 'webservers']",False
infix,edit,126,"['OpenMovieEditor', 'PDFeditor', 'hexeditor', 'texteditor', 'ultimateedition']",False
infix,plugin,126,"['FP9_plugin_beta_112006', 'libjavaplugin_oji', 'ndispluginwrapper', 'nspluginwrapper', 'unpluging']",False
infix,icon,125,"['atiiconfig', 'emoticons', 'favicons', 'siconnecting', 'uniconv']",False
infix,apache,117,"['Aapache2', 'S91apache2', 'WindowsApacheMysqlPHP', 'k91apache2', 'libapache2']",False
infix,intel,115,"['0_LinuxIntel_install_wJRE_en', 'defintely', 'greatintelligence_bootsale', 'mNotIntelligent', 'snd_intel8x0']",False
infix,package,103,"['KPackageKit', 'downgradepackages', 'metapackages', 'newpackages', 'prepackaged']",False
infix,player,102,"['cdplayers', 'etplayer_fiesty9', 'install_flash_player_7_linux', 'install_flash_player_9_linux', 'mediaplayers']",False
infix,snap,99,"['ksnapshot', 'mastiffsnapoli', 'rsnapsho', 'rsnapshot', 'sysnaptic']",False
infix,convert,98,"['OGGconverter', 'SoundConverter', 'autoconverted', 'soundconverter', 'videoconverter']",False
infix,game,98,"['Dgameman1', 'bsdgames', 'consolegames', 'megamek', 'ubuntugames']",False
infix,quit,94,"['XquitqQ', 'loquitus_of_borg', 'mezquitale', 'poquito', 'sequiturs']",False
infix,apple,91,"['Grappleseed', 'dappler', 'jzapples', 'netapplet', 'netstatus_applet']",False
infix,print,87,"['OpenPrinting', 'fingerprints', 'openprinting', 'some_cups_printer_queue', 'sprints']",False
infix,http,86,"['Lighttpd', 'ghttpd', 'lighttpd', 'nsXMLHttpRequest', 'thttpd']",False
infix,site,81,"['necessites', 'nopastesites', 'prequesites', 'requisites', 'visited']",False
infix,file,81,"['Openfiler', 'nameoffileandpath', 'profiler', 'pspfiler', 'whateverthebinfileiscalled']",False
infix,modem,79,"['WinModems', 'Winmodems', 'cablemodems', 'usbadslmodemmanager', 'winmodems']",False
infix,burn,74,"['backburners', 'cdburner', 'cdburnerxp', 'gnomeburner', 'primoburner']",False
infix,grep,74,"['AddingRepositoriesHowto', 'addingrepositories', 'bugreport', 'bugreporter', 'bugreports']",False
infix,folder,74,"['YOURFOLDERHERE', 'dotfolders', 'ifolders', 'subfolder1', 'subfolders']",False
infix,ping,69,"['Kamping_Kaise1', 'Kamping_Kaiser', 'hping3', 'mispinged', 'pumpingstationone']",False
infix,opera,69,"['cooperating', 'cooperation', 'interoperate', 'interroperate', 'un_operateur']",False
infix,disc,68,"['3Disch', 'DHCPDISCOVER', 'autodiscovery', 'harddiscs', 'ididnotbeginthisdiscussion']",False
infix,driver,68,"['Comparison_of_open_source_wireless_drivers', 'atidrivername', 'atidrivers', 'audiodrivers', 'somedrivers']",False
infix,default,67,"['AddDefaultCharset', 'Xdefaults', 'nodefaultroute', 'savedefaults', 'xdefaults']",False
infix,acer,65,"['Spaceraver', 'eracerbit', 'exacerbating', 'mzracer360', 'tracert']",False
infix,synaptic,65,"['GSynaptics', 'Gsynaptics', 'gsynaptics', 'ksynaptics', 'qsynaptics']",False
infix,machine,62,"['EvilMachine_', 'eMachines', 'emachines', 'godmachine81', 'silvermachine4']",False
infix,grub,61,"['SuperGrubDisk', 'Supergrubdisk', 'kgrubeditor', 'supergrubdisk', 'xGrub11']",False
infix,command,57,"['FreeCommander', 'misslecommander', 'recommandation', 'recommandations', 'recommanded']",False
infix,error,54,"['CorruptTerrorist', 'syntaxerror55', 'terroris', 'terrorist', 'xsession_errors']",False
infix,install,52,"['0_LinuxIntel_install_wJRE_en', 'configureoriwillinstallanrpmbaseddistro', 'uninstallable', 'uninstallit', 'uninstalll']",False
infix,repo,51,"['CorePointer', 'dslreports', 'missreporting', 'sharepoints', 'statreports']",False
infix,gnome,49,"['libgnome2', 'libgnome32', 'libgnomeprint', 'libgnomeui', 'unGNOMEish']",False
infix,wifi,47,"['Kwifimanager', 'MadWifif', 'kwifimanager', 'madwificard', 'madwifii']",False
infix,page,47,"['autopager', 'rampage73', 'rampageoberon', 'skip_pager', 'spagetti']",False
infix,state,42,"['Firestater', 'estatement', 'firestater', 'frustated', 'understatement']",False
infix,update,41,"['hldsupdatetool', 'kernelupdates', 'killupdatemanager', 'nxupdates', 'proposedupdates']",False
infix,admin,40,"['Sysadmins', 'gotosystemadministrationprining', 'sysadmins', 'webadminstrator', 'yahoo_admin_dave']",False
infix,dell,34,"['adelle25566', 'dbordello', 'mcrandello', 'modeller', 'modelling']",False
infix,more,34,"['El_zoologico_de_morelia_la_verdad', 'IWantMoreCowBell', 'Memorex', 'de_amore_imah', 'delmorep']",False
infix,panel,33,"['cpanell', 'gnomepanels', 'resetpanels', 'rpanels', 'touchpanels']",False
infix,program,29,"['GL_OES_get_program_binary', 'JavaProgrammer', 'arielprogrammer', 'cprogramming', 'webprogrammingquestions']",False
infix,bash,28,"['DrBashir2', 'Mobasher', 'abashrc', 'mobasher', 'sambashare']",False
infix,ssid,28,"['ESSIDs', 'PUTyourESSIDhere', 'bssids', 'essids', 'supossidly']",False
infix,dvds,27,"['XDVDShrink', 'Xdvdshrink', 'libdvdss', 'xdvdshrink']",False
infix,enable,27,"['CONFIG_MTRR_SANITIZER_ENABLE_DEFAULT', 'HIDD_ENABLED', 'howinthehelldoienablepae', 'reenabled', 'selinuxenabled']",False
infix,scroll,27,"['LIBOVERLAY_SCROLLBAR', 'PID_OFSCROLLKEEPER', 'VerticalScrollDelta', 'horizonalscrolldelta', 'realscrolling']",False
infix,card,26,"['Ricardo', 'Ryccardo', 'bcardarella', 'netcardconfig', 'picard1400']",False
infix,module,26,"['DISABLED_MODULES', 'DUMP_MODULES', 'acpi_module_called', 'kernelmodules', 'lsb_modules']",False
infix,beta,26,"['04beta1', '04beta2', '0beta4', '3beta5', 'FP9_plugin_beta_112006']",False
infix,java,26,"['libjavaplugin', 'libjavaplugin_oji', 'libjavaplugin_ojigcc3', 'libjavaplugin_osi', 'sunjava5bin']",False
infix,torrent,25,"['bittorrenting', 'bittorrents', 'ktorrents', 'libtorrent5', 'utorrentis']",False
infix,version,25,"['180versions', 'conversions', 'modversions', 'reconversions', 'subversions']",False
infix,sata,22,"['BurninSatan', 'darkersatanic', 'lsatarnes', 'luisatania', 'ubuntusatanic']",False
infix,process,22,"['Multiprocessing', 'childprocesses', 'multiprocessing', 'postprocessing', 'wordprocessing']",False
infix,setup,22,"['__glutSetupColormap', 'gdmsetups', 'k3bsetup2', 'winesetuptk']",False
infix,mysql,21,"['ApacheMySQLPHP', 'WindowsApacheMysqlPHP', 'libmysqlclient', 'libmysqlclient14', 'phpmysqladmin']",False
infix,cache,21,"['_CACHE_001_', '_CACHE_002_', '_CACHE_003_', '_CACHE_MAP_', 'memcached']",False
infix,data,20,"['GL_NV_pixel_data_range', 'GetDataBack', 'hsperfdata_mgdam', 'megadatacenters', 'updatable']",False
infix,find,20,"['RPMfinder', 'av_find_stream_info', 'diffindo', 'robotfindskitten', 'wheredoifindmyspacebarcontrols']",False
infix,curl,20,"['libcurl3', 'libcurl4', 'libcurlz', 'particurlary', 'securly']",False
infix,upgrade,20,"['BreezyUpgradeNotes', 'EdgyUpgrades', 'brezyupgradenotes', 'distupgrades', 'iupgraded']",False
infix,alsa,19,"['Balsak', 'alsaalsaooooooossssssss', 'gnomealsamixer', 'malsasa', 'metalsand2']",False
infix,library,19,"['LDLIBRARY_PATH', 'LD_LIBRARYPATH', 'LD_LIBRARY_PATH', 'ld_library_path', 'lyourfavoritelibraryhere']",False
infix,device,19,"['_device_', 'idevicepair', 'idevicerestore', 'libavdevice32', 'usb_device_62a_0_noserial_if0']",False
infix,xfce,17,"['libxfce4util2', 'libxfcegui', 'startxfce4', 'stratxfce4']",False
infix,echo,17,"['NetEcho_', 'Ropechoborra', 'hechoensonora', 'hechoensonora_', 'homechooled']",False
infix,vesa,17,"['DriveSavers', 'convesatyion', 'drivesavers', 'uvesafb', 'xvesaforce']",False
infix,local,17,"['ACLOCAL_AMFLAGS', 'ACLOCAL_FLAGS', 'chroot_local_user', 'setlocale', 'yourlocalbox']",False
infix,login,17,"['AutomaticLoginEnable', 'TimedLoginEnable', 'bloging', 'on_failsafe_login_i_get_the_same_mess', 'reloging']",False
infix,splash,16,"['S99splashyZ', 'bootsplashes', 'bootsplashy', 'usplash_down', 'usplashes']",False
infix,nano,16,"['Buonanotte', '_nano_', 'conanoical', 'hernanof', 'therealnanotube']",False
infix,wlan,16,"['Howland', 'bwlang', 'iwlan0', 'jnewland', 'linux_wlan_lg']",False
infix,xterm,15,"['LXTerminal', 'extermail', 'extermely', 'exterminator', 'lxterminal']",False
infix,files,15,"['HISTFILESIZE', 'LogFileSize', '_files_', 'largefiles4', 'search_files_for']",False
infix,shell,15,"['Freeshells', '_subshell_', 'bshellz', 'freeshells', 'yeshellothere']",False
infix,idle,14,"['DavidLeeRoth', 'DavidLevin', 'daidlee', 'didley', 'getmystupidlexmarkprintertoworkubuntu']",False
infix,sudo,14,"['_gksudo_', 'gksudoedit', 'ushimitsudok', 'ushimitsudoki', 'visudoers']",False
infix,browser,14,"['filebrowsers', 'pagemacarthurhainpyroexcovermissionimbaytonatuhuposswinzipiblemorcoderopicsecomwarlocknegoguilttryptophandircconscienchighwaystarbusinessmonkeywaldencboomslikbrowserezzasunshmockbsdketoneoperatyphoonlittleliessportasjivemagnasinbadwalflowcharfieldluteninrobocwinnt3', 'webbrowser0', 'webbrowsers', 'webbrowsert']",False
infix,evolution,14,"['Revolutionary', 'revolutionary', 'revolutionized', 'revolutions']",False
infix,lamp,13,"['Amberlamps123', 'cclampblues', 'jupiterlamps', 'mr_lampe', 'slampp']",False
infix,monitor,13,"['ConnectedMonitors', 'SecondMonitorHorizSync', 'allmonitors', 'dualmonitors', 'multimonitoring']",False
infix,ppas,12,"['lppasswd', 'sraeppasid', 'startuppass', 'webldappasswd', 'yppasswd']",False
infix,display,12,"['UseDisplayDevice', 'X11DisplayOffset', 'libdisplaymigration0', 'usedisplaydevice', 'xdisplayname']",False
infix,windows,12,"['connectwindowssharedfolder', 'fake_windows_partition', 'maybethewindowsshellisbroken', 'thewindowsdisk', 'ubunturemovesthepartitionsdeletingwindowsandthenwontcreatenewpartitions']",False
infix,logs,11,"['blogsite', 'blogspam', 'blogspot', 'fabmashkurdotblogspotdotcom', 'kcatalogsetup']",False
infix,paste,11,"['copypasted', 'copypaster', 'copypastes', 'doublepasted', 'repasted']",False
