word,total_count,categories
laterguys,1,plain
latinas,1,plain
latinae,1,plain
latin7,1,has_digit
latin2,1,mismatch_has_digit
latim,1,plain
latiffe,1,plain
latidude,1,plain
latias,1,plain
lathund,1,mismatch_plain
lathropwells,1,plain
latez,1,plain
latext,1,mismatch_plain
latestr,1,plain
latestest,1,plain
lateste,1,plain
lateset,1,plain
lattest,1,plain
latst,1,plain
latsnode,1,plain
latset,1,plain
latpop,1,plain
lator,1,plain
latopt,1,plain
latops,1,mismatch_plain
latopop,1,plain
latitue,1,plain
lation,1,plain
latinoamericano,1,mismatch_plain
latinoamerican,1,plain
latinoamerica,1,plain
lating,1,plain
latine,1,plain
latuman,1,plain
lattyware's,1,plain
lattre,1,plain
dwe,1,plain
dwdewf,1,plain
dwd,1,mismatch_plain
dwcqc,1,plain
dwbear75,1,mismatch_has_digit
dwbear,1,mismatch_plain
dwb,1,plain
dwarffortress,1,plain
dware,1,plain
dwaldie,1,plain
dwait,1,plain
dwain,1,plain
dwaefva,1,plain
lauchn,1,plain
dwad,1,plain
dw8,1,has_digit
dw1501,1,has_digit
dw's,1,plain
dvórak,1,latin_extended
dvvvoooo,1,plain
dvu,1,plain
dvswitch,1,plain
dvr0,1,has_digit
lauching,1,plain
lauches,1,plain
lauchers,1,mismatch_plain
lauchcast,1,plain
lauchbar,1,plain
lauchad,1,plain
launch0,1,has_digit
launced,1,plain
launc,1,plain
launage,1,plain
laumonier's,1,plain
lauls,1,plain
lauinch,1,plain
lauguage,1,plain
laughingoutloud,1,plain
laughin,1,plain
laughen,1,plain
laufen,1,plain
laucnhng,1,plain
laucnhed,1,mismatch_plain
laucnh,1,plain
lauchnpad,1,plain
launchoad,1,plain
launchet,1,plain
launcherlist,1,plain
dvr's,1,plain
dvpp,1,plain
dvjr,1,mismatch_plain
dvius,1,plain
dviswitch,1,plain
dvir,1,plain
dvips,1,plain
dvipdf,1,plain
dvinchi666,1,has_digit
dview,1,plain
dvico,1,plain
launchapplet,1,plain
launchables,1,plain
laurus,1,plain
laurens,1,mismatch_plain
laura91,1,has_digit
launncher,1,mismatch_plain
launhes,1,plain
launhapd,1,plain
laungh,1,plain
launge,1,mismatch_plain
laungauges,1,plain
laungauge,1,mismatch_plain
launer,1,plain
laundty,1,plain
launcy,1,plain
launcht,1,plain
launchs,1,plain
launchpadlib,1,plain
lawlervcaust,1,plain
lawl'z,1,mismatch_plain
lawine,1,plain
lawifn,1,plain
lawer,1,plain
lawdy,1,mismatch_plain
lawabiding,1,plain
lavuk,1,plain
lavf,1,plain
lavee,1,plain
lavate,1,plain
lavaps,1,plain
lavalanche,1,plain
lavacano201014,1,mismatch_has_digit
lautriv,1,plain
laut,1,plain
lawntractor,1,plain
lawnninja,1,plain
lawndart,1,plain
dvhh,1,mismatch_plain
dvhart,1,plain
dvguy,1,plain
dved,1,plain
dve,1,mismatch_plain
dvdxpressdx2,1,has_digit
dvdxpressdx,1,plain
dvdx16,1,has_digit
dvdwriter,1,plain
dvdwhat,1,mismatch_plain
dvdubuntu,1,plain
dvdsvd's,1,plain
dvdsrhink,1,plain
layn,1,mismatch_plain
laymen's,1,plain
layin,1,plain
layerd,1,mismatch_plain
layerable,1,plain
layer8,1,has_digit
layer7,1,has_digit
layer1,1,has_digit
layback,1,plain
laxy,1,plain
laxvegas,1,plain
laxo,1,plain
laxa8831,1,has_digit
laxa,1,plain
lawstudent,1,plain
lawptop,1,plain
layoy,1,plain
layouy,1,plain
layouting,1,plain
layout0,1,has_digit
dvdshronk,1,mismatch_plain
dvdrw's,1,plain
dvdrs,1,plain
dvdripping,1,plain
dvdripper,1,plain
dvdriping,1,plain
dvdregion,1,plain
layour,1,plain
layouit,1,mismatch_plain
layoue,1,plain
layor,1,plain
layoit,1,plain
lazyman,1,plain
lazyass,1,plain
lazure,1,plain
lazuraus,1,plain
lazt,1,plain
lazout,1,plain
lazor,1,mismatch_plain
lazio,1,plain
lazines,1,plain
lazerquestion,1,plain
lazerjet5200,1,has_digit
lazerjet,1,plain
lazarys,1,plain
laza,1,plain
laytrans,1,plain
layterms,1,plain
lbasects,1,plain
lb36t1,1,has_digit
lazzy,1,mismatch_plain
lazzo,1,plain
lazyyyy,1,plain
dvdreadblocks,1,plain
dvdnurner,1,plain
dvdiso,1,mismatch_plain
dvdisation,1,plain
dvdisaster,1,mismatch_plain
dvdimages,1,plain
dvdi,1,plain
lazyweb,1,plain
lazyu,1,plain
lazyniss,1,plain
lazymans,1,plain
lbp3018,1,has_digit
lbp3010,1,has_digit
lbp2900b,1,has_digit
lbp2900,1,mismatch_has_digit
lboth,1,plain
lbnfc,1,plain
lblalbh,1,mismatch_plain
lbkdb5,1,has_digit
lbkdb,1,plain
lbiovorel,1,plain
lbindx,1,plain
lbh,1,plain
lbfkgf,1,plain
lber,1,plain
lbeing,1,plain
lbawinows,1,plain
lbuild,1,plain
lbray785,1,has_digit
lbray,1,plain
dvdee,1,plain
dvddisk,1,plain
dvddecryptor,1,plain
dvddecrypter,1,plain
dvdd,1,plain
dvdcsss,1,plain
dvdcs2,1,has_digit
dvdcs,1,plain
dvdcreator,1,plain
dvdcp,1,plain
dvdburning,1,mismatch_plain
lbp7010c,1,mismatch_has_digit
lbp3050,1,has_digit
lcdfilter,1,plain
lcddefault,1,plain
lcd3090wqxi,1,has_digit
lcd22,1,has_digit
lcawte,1,plain
lcauses,1,plain
lcated,1,plain
lcar,1,plain
lcant,1,plain
lcalhost,1,plain
lcabreza2,1,has_digit
lcabreza,1,plain
lc80,1,has_digit
lc2arc,1,has_digit
lc0658385,1,has_digit
lbuntu,1,plain
lcme,1,mismatch_plain
lclate,1,plain
lckjhn,1,plain
lcikcking,1,plain
dvdbob,1,plain
dvdauth,1,plain
dvdaut,1,plain
dvd9to5,1,has_digit
dvd43,1,has_digit
dvd4,1,has_digit
dvd200i,1,has_digit
dvd1,1,has_digit
dvd0,1,has_digit
dvd's,1,plain
lcid,1,plain
lcdtv,1,plain
lcpu,1,mismatch_plain
lcpsi,1,plain
lcpai,1,plain
lcov,1,plain
lcose,1,plain
lcortez,1,plain
lcor,1,plain
lcontrol,1,plain
lcokups,1,plain
lcoation,1,plain
lcoated,1,plain
lcoa,1,plain
lcnv,1,plain
lcnbpcmcm256,1,has_digit
lcnbpcmcm,1,plain
lcms,1,plain
ldapadd,1,plain
lda,1,plain
ld50,1,has_digit
ld2randr,1,mismatch_has_digit
lcv,1,plain
dvcams,1,plain
dvbx,1,plain
dvbstream,1,plain
dvbhdhomerun,1,plain
dvbcut,1,plain
dvarok,1,plain
dvae,1,plain
dv9819wm,1,has_digit
dv9720us,1,has_digit
lcuid,1,plain
lcsc,1,plain
12rc4,1,has_digit
12mo,1,has_digit
12megabytes,1,has_digit
12mega,1,has_digit
12kfps,1,has_digit
12kbs,1,has_digit
12kbit,1,has_digit
12hors,1,has_digit
ldcon,1,plain
ldcc,1,plain
ldc,1,plain
ldapwhoami,1,plain
ldapvi,1,mismatch_plain
ldaptor,1,plain
ldaps,1,plain
ldapmodify,1,plain
ldconfif,1,mismatch_plain
ldconf,1,plain
18176,1,has_digit
18172,1,mismatch_has_digit
18154115,1,has_digit
1814,1,has_digit
181236,1,has_digit
180versions,1,has_digit
1805372,1,has_digit
1800hg,1,has_digit
17mb,1,mismatch_has_digit
dv9636ef,1,has_digit
dv9627cl,1,has_digit
12tn,1,has_digit
12something,1,has_digit
12rc6,1,has_digit
ldkadflkadlf,1,plain
ldj,1,plain
ldive,1,plain
ldirname,1,plain
ldir,1,plain
ldif,1,plain
ldiamond's,1,plain
ldh,1,plain
ldfusion,1,plain
ldfkasl,1,mismatch_plain
ldfgnfgn,1,plain
ldfd,1,mismatch_plain
ldex,1,plain
lder,1,plain
ldepends,1,mismatch_plain
ldcproc,1,plain
lduros,1,plain
ldunn,1,plain
ldsrulz2,1,has_digit
ldsrulz,1,plain
ldskfjlksajklljkkkkkjkkkkkkkkk,1,plain
ldsch,1,plain
ldrada,1,plain
ldr,1,plain
ldpci,1,plain
ldpath,1,plain
ldownloading,1,plain
ldlibrary,1,plain
ldl,1,plain
ldkgiiui,1,plain
ldkfj,1,plain
ldkfaifa,1,plain
ldvx,1,plain
ldvs,1,mismatch_plain
ldvdcss2,1,has_digit
ldvdcss,1,plain
dv9500,1,has_digit
dv9235nr,1,has_digit
dv9232eu,1,has_digit
dv9043ea,1,mismatch_has_digit
dv9035,1,has_digit
dv9005us,1,has_digit
dv9,1,has_digit
dv8k,1,mismatch_has_digit
dv8327,1,has_digit
dv8113cl,1,has_digit
dv8,1,mismatch_has_digit
dv7t,1,has_digit
leadteak,1,plain
leadout,1,plain
leadopard,1,plain
leadin,1,plain
leade,1,plain
leack,1,plain
leace,1,plain
le1600,1,has_digit
le1,1,has_digit
le'ts,1,plain
le'mme,1,plain
ldzahn,1,plain
ldyn,1,plain
ldy,1,plain
ldxe,1,plain
ldx,1,plain
leanrning,1,plain
leanrned,1,plain
leanring,1,plain
leannrst,1,plain
lean14,1,has_digit
leaktracer,1,mismatch_plain
leaktek,1,plain
leaiving,1,plain
leage,1,mismatch_plain
leagaly,1,plain
leafw,1,mismatch_plain
leafting,1,plain
leafnode,1,plain
leafblower,1,plain
leaerning,1,plain
leadtec,1,plain
leanwithit,1,plain
leant,1,mismatch_plain
dv7's,1,has_digit
dv6915nc,1,mismatch_has_digit
dv6727ca,1,has_digit
dv6701us,1,has_digit
dv6700,1,has_digit
dv6645en,1,has_digit
dv6636nr,1,has_digit
dv6618ca,1,has_digit
dv6525,1,has_digit
dv6500,1,has_digit
dv6424,1,has_digit
dv6418,1,mismatch_has_digit
dv6255,1,has_digit
dv6226us,1,has_digit
learngin,1,plain
learnfull,1,plain
learnes,1,plain
learner7,1,has_digit
learner101,1,has_digit
learner1,1,mismatch_has_digit
learn2google,1,has_digit
learn2bible,1,has_digit
learn25,1,has_digit
learn'n,1,plain
learmn,1,plain
leapunov,1,plain
leapord,1,plain
leapo,1,plain
leapftp,1,plain
leapard,1,plain
leastone,1,plain
leasti,1,plain
leaste,1,plain
leasst,1,plain
leaseweb,1,plain
leart,1,plain
learstar,1,plain
learnux,1,plain
learnsing,1,plain
learnpython,1,mismatch_plain
learnning,1,plain
learnn,1,plain
learnkey,1,plain
learningn,1,plain
learningmode,1,plain
learnhow,1,plain
leauge,1,plain
leatrn,1,plain
leasy,1,plain
leasve,1,plain
dv6226tx,1,has_digit
dv6140us,1,has_digit
dv61341,1,has_digit
dv6119us,1,has_digit
dv6040,1,mismatch_has_digit
dv5251ea,1,has_digit
dv5237yep,1,has_digit
dv501,1,has_digit
dv5000z,1,has_digit
dv4t,1,has_digit
leasurely,1,plain
leastr,1,plain
lebby,1,plain
lebafar,1,plain
leb,1,plain
leavs,1,plain
leaviong,1,plain
leavingeveryone's,1,plain
leavifg,1,plain
leavfe,1,plain
leavepations,1,plain
leaveme,1,plain
leavem,1,mismatch_plain
leaveits,1,plain
leaveboy,1,plain
leave3,1,has_digit
leavbing,1,plain
leavbe,1,plain
lectus,1,mismatch_plain
lecturenotes,1,plain
lectura,1,plain
lecrossover,1,plain
lechienkitu,1,plain
leche,1,plain
lechacal,1,plain
lecci,1,plain
lecaros,1,plain
lec,1,plain
lebski88,1,has_digit
lebski,1,plain
lebpro,1,mismatch_plain
lebesl,1,plain
lebens,1,mismatch_plain
lebel,1,plain
leder,1,mismatch_plain
dv4015cl,1,has_digit
dv310p3r,1,has_digit
dv3,1,has_digit
dv2915nr,1,has_digit
dv2700,1,has_digit
dv2690el,1,has_digit
dv2550se,1,has_digit
dv2416us,1,has_digit
dv2035us,1,has_digit
dv2032,1,has_digit
dv1710us,1,has_digit
dv1325la,1,has_digit
ledbettj,1,plain
ledbetter's,1,plain
ledbeet,1,plain
leeeroooy,1,plain
leeem,1,plain
leeeetters,1,plain
leeeee,1,plain
leed,1,plain
leecomp,1,plain
leeche,1,plain
leechcraft,1,plain
leeba,1,plain
lee84,1,has_digit
lee17,1,has_digit
ledo,1,plain
ledig,1,plain
ledgible,1,plain
ledgendary,1,mismatch_plain
ledg,1,plain
leenux,1,plain
leenuks,1,plain
leenox,1,mismatch_plain
leenooks,1,plain
leenoks,1,plain
leen,1,plain
leemur,1,plain
leelo,1,plain
leel,1,plain
leejun,1,plain
leeguy92,1,mismatch_has_digit
leeguy,1,mismatch_plain
leeg,1,plain
leeft,1,plain
leef,1,plain
leeet,1,mismatch_plain
leeps,1,mismatch_plain
leeping,1,plain
leep,1,plain
leeon,1,plain
dv1116em,1,has_digit
dv1005ap,1,mismatch_has_digit
dv1000t,1,has_digit
duzo,1,plain
duyde,1,plain
duxo,1,plain
duxia,1,plain
duwlas,1,plain
duvrazh,1,plain
duvel,1,plain
leeo,1,mismatch_plain
leeny,1,plain
left1,1,has_digit
lefelix,1,plain
lefective,1,plain
lefantomedlopera,1,mismatch_plain
leezy,1,plain
leetter,1,mismatch_plain
leetsauceskillz,1,plain
leets,1,plain
leeto,1,plain
leeting,1,plain
leetcharmer,1,plain
leetchamer,1,plain
leetboys,1,plain
leet91,1,has_digit
leesburg,1,plain
leerme,1,plain
leftclikcing,1,plain
leftclicked,1,plain
leftbar,1,plain
duuuuuuuuh,1,plain
duuuuuuuude,1,plain
duuuun,1,plain
duuuudeee,1,plain
duuuude,1,plain
duuuu,1,plain
duuuh,1,plain
duurh,1,plain
duuno,1,plain
duude,1,plain
duud,1,plain
leftalt,1,plain
left4dead,1,has_digit
legalaty,1,plain
legady,1,plain
legacyhuman,1,plain
leg3nd,1,has_digit
leftyb,1,plain
leftwing,1,plain
leftt,1,plain
leftstanding,1,mismatch_plain
leftshift,1,plain
lefto,1,plain
leftlmost,1,plain
leftjustified,1,mismatch_plain
leftint,1,plain
lefthanded,1,plain
lefthande,1,plain
lefted,1,plain
legenth,1,plain
legent,1,mismatch_plain
legendsohai,1,plain
legenda,1,plain
legend2448,1,mismatch_has_digit
legend24440,1,mismatch_has_digit
legend2440's,1,has_digit
legend20,1,has_digit
legbluilur,1,plain
legasy,1,plain
legasthenic,1,plain
legaol,1,plain
legalább,1,latin_extended
legaltorrents,1,plain
legall,1,plain
legales,1,plain
legnth,1,plain
legnend,1,plain
legitness,1,plain
legitly,1,plain
legitimatly,1,plain
legitimatley,1,plain
legitement,1,plain
legitemate,1,plain
legite,1,plain
legitate,1,plain
legislations,1,plain
legine,1,plain
legimia,1,plain
legicy,1,plain
leggible,1,plain
legge,1,plain
duskin,1,plain
dusint,1,plain
leibnew,1,plain
lehtrket,1,plain
lehti,1,plain
leho,1,plain
lehigh,1,plain
lehet,1,plain
legumebo,1,plain
legu,1,plain
legs132,1,has_digit
legrotate,1,plain
legreffi3r,1,has_digit
legreffi,1,plain
legrand,1,plain
legoes,1,plain
leight,1,plain
leidr,1,plain
leidos,1,plain
leidn't,1,plain
leidenfrost,1,plain
dutzzu,1,plain
dutie,1,plain
dutchteam,1,plain
dutchie86,1,has_digit
dutchie,1,plain
dutatch,1,plain
dustnbone,1,plain
dustinspringman,1,plain
dustforce,1,plain
dustbunnies,1,plain
dusn't,1,plain
leka74,1,has_digit
leka,1,plain
lejon,1,plain
lejoin,1,plain
leiva,1,plain
leiu,1,plain
leitgebj,1,plain
leisuresuite,1,plain
leiryhua,1,plain
leire,1,plain
leini,1,plain
leinad,1,mismatch_plain
lein,1,plain
leimos,1,plain
leimi,1,plain
leik,1,plain
dusin,1,plain
dushich,1,plain
dush,1,plain
duser,1,plain
duryodhan22,1,has_digit
duryodhan,1,plain
durty,1,plain
durrrrr,1,plain
durrrrh,1,mismatch_plain
lekrem,1,plain
lekondo,1,plain
lekker,1,plain
lekensteyn,1,plain
leked,1,plain
leke,1,plain
lekant,1,plain
lemmeh,1,mismatch_plain
lemino,1,plain
lemie,1,mismatch_plain
lemi,1,plain
lements,1,plain
duros,1,plain
duron1600,1,has_digit
durka,1,plain
lell,1,mismatch_plain
lelf,1,plain
leleobhzdiscovery,1,plain
leleobhz,1,plain
lelemom,1,plain
lelamal,1,plain
leladia,1,plain
leksah,1,plain
durinig,1,plain
duringthe,1,plain
durig,1,plain
durgod,1,plain
durep,1,plain
dureaza,1,plain
durch,1,mismatch_plain
durbanville,1,plain
duralinux,1,plain
durak,1,plain
duquel,1,plain
dupy,1,plain
lemmmi,1,plain
lemmme,1,plain
lemmesee,1,plain
lemmese,1,plain
duparata,1,plain
lenina,1,plain
lenguge,1,plain
lengty,1,plain
lengthly,1,plain
lenght's,1,mismatch_plain
lened2440,1,has_digit
lened,1,plain
lenaguege,1,mismatch_plain
lemurian,1,plain
lemur2,1,has_digit
lemule,1,plain
lemonpos,1,plain
lemonaid,1,plain
lemo,1,plain
durint,1,plain
lennahc,1,plain
lenleve,1,plain
dupsies,1,plain
dupr,1,plain
dupport,1,plain
duppliant,1,plain
dupondje,1,plain
duplicty,1,plain
duples,1,plain
dupilicut,1,plain
dupilcates,1,plain
dupicates,1,plain
dupetata,1,plain
dupelx,1,plain
dupelicity,1,plain
dupdating,1,plain
leny,1,plain
lentas,1,mismatch_plain
lenta,1,plain
lensybubble,1,plain
lenoxus,1,plain
lenox,1,plain
lenovi,1,mismatch_plain
lenoveo,1,plain
lenova,1,plain
lenov,1,plain
lenorand,1,plain
lenodroid,1,plain
lenoard,1,mismatch_plain
lennnnn,1,plain
lennard,1,plain
lennalf,1,plain
leopar,1,plain
leonxii,1,plain
leont'ev,1,plain
leoneon,1,plain
leoncismeck,1,plain
leonbravo,1,plain
leonardoxfce,1,plain
leonardof,1,plain
leomary,1,plain
leohartx,1,plain
leogazio,1,plain
leofenghuang,1,plain
leofender,1,plain
leodioxide,1,plain
leobloom,1,plain
leo4all,1,has_digit
leoua,1,plain
leopolds,1,mismatch_plain
leopistabas,1,plain
leopires,1,mismatch_plain
dupaaa,1,plain
duongthaiha,1,plain
duongthaia,1,plain
duomaxwell,1,plain
duolinux,1,plain
duoh,1,plain
duocores,1,plain
duocore,1,plain
duoc,1,plain
dunque,1,plain
dunon,1,plain
dunnu,1,plain
lernin,1,plain
lernid,1,plain
lernel,1,plain
lernaean,1,mismatch_plain
lerio,1,plain
lerfih,1,plain
lerboylol,1,plain
leran2type,1,has_digit
lera,1,plain
ler,1,plain
leqxboyw,1,mismatch_plain
leprichan,1,mismatch_plain
leprasmurf,1,plain
lepper,1,plain
leport,1,plain
leperkhanz,1,plain
lerting,1,plain
lert,1,plain
dunnoi,1,plain
dunnnnnnnnnnnnnnnnnnnnnnnnnn,1,plain
dunnit,1,plain
dunni,1,mismatch_plain
dunn0,1,has_digit
dunkin,1,plain
dunki,1,plain
dunke,1,plain
dunham,1,plain
dungle,1,plain
dunfreak,1,plain
dunelegacy,1,plain
leroutier,1,plain
lernt,1,plain
lesshaste's,1,plain
lessers,1,plain
lesserknown,1,plain
lesseeeeee,1,plain
lessclose,1,plain
lesscharset,1,plain
lesschardef,1,plain
lessadmin,1,mismatch_plain
lesrn,1,plain
lespea,1,plain
leson,1,plain
leslieviljoen,1,plain
lesleyb,1,plain
lesinatilor,1,plain
lesdixia,1,plain
lesast,1,plain
let'stry,1,plain
let'i'm,1,plain
leszek,1,plain
leszcze,1,plain
lestions,1,plain
lesting,1,plain
lesterwood,1,plain
lesterchat,1,plain
lestening,1,plain
lestat666,1,has_digit
lessy,1,plain
lesswhats,1,plain
lesswatts,1,plain
lesstif2,1,has_digit
lesstif1,1,has_digit
lesshate,1,plain
letely,1,plain
lete,1,plain
letdds,1,plain
dunek,1,plain
dune2000,1,has_digit
dundundundun,1,plain
dundundun,1,plain
dundundnudndundundun,1,plain
dundns,1,plain
dunderground,1,plain
duncanmhor,1,mismatch_plain
duncanm,1,plain
duncanidaho,1,mismatch_plain
dunca1,1,has_digit
dunca,1,plain
letalcreek,1,plain
letm,1,plain
letitbit,1,plain
letigimate,1,plain
lethshadow,1,plain
lethologica,1,plain
letharion,1,plain
lethario1,1,has_digit
lethario,1,plain
lethargicx,1,plain
lethalsword,1,plain
lethalsward,1,plain
lethallamby,1,plain
lethalamby,1,mismatch_plain
leth,1,plain
letft,1,plain
letetrs,1,plain
letss,1,plain
dumptrucks,1,plain
dumpted,1,plain
dumprecs,1,plain
dumpkeycodes,1,plain
dumphd,1,plain
dumpblk,1,plain
dump2fs,1,has_digit
dumont,1,plain
dummyo,1,plain
letsee,1,plain
letricity,1,plain
letras,1,plain
letra,1,plain
letourdefrance,1,plain
letmecheck,1,plain
letś,1,latin_extended
letzten,1,plain
letzte,1,plain
letyou,1,plain
lettura,1,mismatch_plain
lettuc3,1,mismatch_has_digit
lettter,1,plain
lettre,1,plain
lettr,1,plain
lettiong,1,plain
lettingme,1,plain
letthem,1,plain
letthe,1,plain
lettersize,1,plain
lettersa,1,plain
letterrip,1,plain
levev,1,plain
leveno,1,plain
levene,1,plain
levender,1,plain
levelthing,1,mismatch_plain
leveliv,1,mismatch_plain
level7,1,mismatch_has_digit
level5,1,has_digit
level09,1,has_digit
levarris,1,plain
levantar,1,plain
lev2,1,has_digit
leuven,1,plain
leur,1,plain
leukker,1,plain
leuk,1,plain
levip,1,plain
levinlavidaloca,1,plain
levin's,1,mismatch_plain
levianthan,1,plain
dummynet,1,plain
dummymode,1,plain
dummy556f,1,has_digit
dummy0,1,mismatch_has_digit
dummmy,1,plain
dummm,1,plain
dummit,1,plain
dummines,1,plain
dummest,1,plain
dummer,1,plain
dummb,1,plain
dumm,1,plain
lex0file,1,has_digit
lewtennant,1,plain
lewp,1,plain
lewlz,1,plain
lewl,1,plain
lewis29,1,has_digit
lewis1711,1,has_digit
lewion,1,mismatch_plain
lewinski,1,plain
lewi1,1,has_digit
lewi,1,plain
lewellyn,1,plain
leway,1,mismatch_plain
levovo,1,plain
levons,1,plain
leviton,1,plain
dumbdumb,1,plain
leyenda,1,plain
lexy,1,plain
lexvegas,1,plain
lexsander,1,plain
lexrex,1,plain
lexr,1,plain
lexpat,1,plain
lexor,1,plain
lexmart,1,plain
lexhider,1,plain
lexflex,1,plain
lexe,1,plain
lexapro,1,plain
lexan,1,plain
lexa,1,plain
lezen,1,plain
leyus,1,plain
leyman's,1,plain
leylogger,1,plain
dumg,1,plain
dumbunix,1,plain
dumbs,1,plain
dumbquestion,1,mismatch_plain
dumbof,1,plain
dumble,1,plain
dumbish,1,plain
dumbfuck,1,plain
dumbes,1,plain
dumberdrummer,1,plain
dumberdr1mmer,1,has_digit
dumberdr,1,plain
lfkweriqwpierwpiiwrwirwpppppppppppppppppp,1,plain
lfkjldksfj,1,plain
lfie,1,plain
lfi,1,plain
lfhs,1,plain
lfhex,1,plain
lfh,1,plain
lfgdkfokffjjf,1,plain
lfedora,1,plain
lfe's,1,plain
lfdsfsdf,1,plain
lfc,1,plain
lfaraone,1,plain
lface,1,plain
lf2,1,has_digit
lezing,1,mismatch_plain
lg9100,1,has_digit
lg787le,1,has_digit
lg19s4lr,1,has_digit
lg158997,1,has_digit
lg110,1,has_digit
lfy,1,plain
lftp's,1,plain
lfs1,1,has_digit
lfridge,1,plain
lfrider,1,plain
lfrg13,1,has_digit
lfrg,1,plain
lfor,1,plain
lfnubgfi,1,plain
lfn,1,mismatch_plain
lflfdlsd,1,plain
lgcc,1,mismatch_plain
lgb,1,plain
lgacy,1,plain
dumbbot,1,plain
dumbassed,1,plain
dumbass1337,1,has_digit
dumbarse,1,plain
dumb1224,1,has_digit
dumass,1,plain
dumaiso,1,plain
dulug,1,plain
duley,1,mismatch_plain
dulelare,1,plain
dulces,1,plain
dulaney,1,mismatch_plain
dulal,1,plain
lgr,1,plain
lgparted,1,plain
lgp171188,1,has_digit
lgoin,1,plain
lgoical,1,plain
lgobla,1,mismatch_plain
lgmtfy,1,plain
lgm,1,plain
lglut,1,mismatch_plain
lginac,1,plain
lgin,1,plain
lgihtdm,1,plain
lghtdm,1,mismatch_plain
lggz,1,plain
lgdm,1,plain
lgdghd,1,plain
duits,1,plain
duistro,1,plain
lhb,1,plain
lharc,1,plain
lhami,1,plain
lhahah,1,plain
lhack9,1,has_digit
lhack,1,plain
lha,1,plain
lgx,1,plain
lgw,1,plain
lgtk2,1,has_digit
lgtk,1,plain
lgsl,1,plain
lgrub,1,plain
lgr38,1,has_digit
lhelloworld,1,mismatch_plain
lhehe,1,plain
lheh,1,mismatch_plain
dulak's,1,plain
dulac,1,plain
dul,1,mismatch_plain
dukpt,1,plain
dukgalnamu,1,plain
dukgalna1u,1,has_digit
dukgalna,1,plain
dukeku,1,plain
dukeboy,1,plain
dukebody,1,plain
duke3z,1,has_digit
duke3d,1,has_digit
duk,1,plain
lia,1,plain
li7ke,1,has_digit
li4m,1,has_digit
lhvs,1,plain
lhtis,1,plain
lht,1,plain
lhsw,1,plain
lhmc,1,plain
lhjsdkhklaf,1,mismatch_plain
lhit,1,mismatch_plain
lhi,1,plain
lhhhhhhhhhhh,1,plain
lhf,1,plain
lhew,1,plain
lhenr1,1,has_digit
lhenr,1,plain
lib32nss,1,has_digit
lib32ncurses5,1,has_digit
lib32gcc1,1,has_digit
lib32gcc,1,has_digit
lib32asound2,1,has_digit
lib32asound,1,has_digit
liasst,1,plain
liason,1,plain
lianmonitar,1,plain
lianli,1,plain
liamsmithuk,1,plain
liading,1,plain
liad,1,plain
liack,1,plain
liabrary,1,plain
liaar,1,plain
lib32z1,1,has_digit
lib32v4l,1,has_digit
duisplay,1,plain
duir,1,plain
duin,1,plain
duillich,1,plain
duid,1,plain
duibuqi,1,plain
duial,1,plain
duhz,1,plain
duhu,1,plain
duhsky,1,plain
duhr,1,plain
duhi,1,plain
duhhhhhhhhh,1,plain
duhhhhh,1,mismatch_plain
libamrnb,1,plain
libalut,1,plain
liballegro,1,plain
liballeg,1,plain
liballe,1,plain
libalkimia,1,plain
libaio,1,plain
libacodec,1,plain
libacl1,1,has_digit
libaa1,1,has_digit
libaa,1,plain
lib8264q,1,has_digit
lib80211,1,has_digit
lib64asound2,1,has_digit
lib6,1,has_digit
lib3759,1,has_digit
duhhhh,1,plain
duhh,1,plain
duhg,1,plain
duh1337,1,has_digit
duh1,1,has_digit
duglas,1,plain
dugja,1,plain
dufu,1,plain
dufjw,1,plain
dufferent,1,plain
duetsch,1,plain
libappindicator,1,plain
libaosd,1,plain
libanyevent,1,plain
libant,1,plain
libamrwb,1,plain
libatk,1,mismatch_plain
libatasmart,1,plain
libass1,1,has_digit
libaspell15,1,has_digit
libaspell,1,plain
libasound32,1,has_digit
libarys,1,plain
libarts1c2a,1,has_digit
libart,1,plain
libarkrpg,1,plain
libarey,1,mismatch_plain
libaqbanking,1,mismatch_plain
libaprutil1,1,has_digit
libaprutil,1,plain
libapruntil1,1,has_digit
libapruntil,1,plain
libaudacious,1,plain
libaudaciou5,1,has_digit
duetch,1,plain
duestch,1,plain
duesseldorf,1,plain
duesevo,1,plain
duelbooting,1,plain
dued,1,mismatch_plain
dudw,1,plain
dudue,1,mismatch_plain
dududududuu,1,plain
dudrenov,1,plain
dudont,1,plain
dudo,1,plain
libaudaciou,1,plain
libatkl1,1,mismatch_has_digit
libavutil49,1,has_digit
libavutil1d,1,has_digit
libavuntil49,1,has_digit
libavuntil,1,plain
libavifile,1,plain
libavformat1d,1,has_digit
libavdevice52,1,mismatch_has_digit
libavdevice32,1,has_digit
libavcodecs52,1,has_digit
libavcodecs,1,plain
libavcodeccvs,1,mismatch_plain
libavcodec51's,1,has_digit
libavahi,1,plain
libauthen,1,plain
libaudiofile,1,plain
libaudacious4,1,has_digit
libblah,1,plain
libbeagle0,1,has_digit
libbburn,1,plain
libawt,1,plain
dudnt,1,plain
dudnes,1,plain
dudleyi,1,plain
dudius,1,plain
dudi,1,plain
dudeyou,1,plain
dudey,1,plain
dudete,1,plain
dudester,1,plain
dudesssssss,1,plain
dudeolios,1,plain
libavutil51,1,has_digit
